"station_european_code","component_caption","statistics_year","statistics_average_group","statistic_shortname","statistic_value","station_european_code","country_iso_code","country_name","station_city","longitude","latitude","altitude"
"ES1765A","O3",2012,"day","P50",60.208,"ES1765A","ES","Spain","SAGUNTO/SAGUNT",-0.278889,39.684722,54
"ES1766A","O3",2012,"day","P50",76.667,"ES1766A","ES","Spain","ARONA",-16.522778,28.146111,500
"ES1767A","O3",2012,"day","P50",58.833,"ES1767A","ES","Spain","ARONA",-16.651667,28.073889,309
"ES1768A","O3",2012,"day","P50",57.083,"ES1768A","ES","Spain","ARONA",-16.654444,28.009444,3
"ES1772A","O3",2012,"day","P50",83.083,"ES1772A","ES","Spain","CANDELARIA",-16.356389,28.395,430
"ES1778A","O3",2012,"day","P50",75.458,"ES1778A","ES","Spain","MONTSENY",2.583333,41.76,693
"ES1779A","O3",2012,"day","P50",62.083,"ES1779A","ES","Spain","ARRÚBAL",-2.250278,42.438889,336
"ES1781A","O3",2012,"day","P50",63.571,"ES1781A","ES","Spain","JEREZ DE LA FRONTERA",-6.117239,36.68855,62
"ES1783A","O3",2012,"day","P50",71.917,"ES1783A","ES","Spain","INCA",2.919444,39.715556,118
"ES1786A","O3",2012,"day","P50",73.75,"ES1786A","ES","Spain","ALMERÍA",-2.3905,36.86495,55
"ES1787A","O3",2012,"day","P50",53.625,"ES1787A","ES","Spain","SAN VICENTE DEL RASPEIG/SANT V",-0.5275,38.397222,123
"ES1790A","O3",2012,"day","P50",55.833,"ES1790A","ES","Spain","PONFERRADA",-6.584722,42.542778,541
"ES1792A","O3",2012,"day","P50",69.958,"ES1792A","ES","Spain","MOGUER",-6.80745,37.133789,31
"ES1793A","O3",2012,"day","P50",77.542,"ES1793A","ES","Spain","MOGUER",-6.734081,37.104089,31
"ES1794A","O3",2012,"day","P50",51.913,"ES1794A","ES","Spain","CARTAYA",-7.150181,37.304639,39
"ES1800A","O3",2012,"day","P50",66.875,"ES1800A","ES","Spain","CÓRDOBA",-4.779581,37.902739,152
"ES1801A","O3",2012,"day","P50",63.727,"ES1801A","ES","Spain","ARGANDA DEL REY",-3.458889,40.300833,596
"ES1802A","O3",2012,"day","P50",86.333,"ES1802A","ES","Spain","ATAZAR (EL)",-3.466667,40.910278,940
"ES1803A","O3",2012,"day","P50",48.391,"ES1803A","ES","Spain","COLLADO VILLALBA",-4.013333,40.633889,873
"ES1804A","O3",2012,"day","P50",45.833,"ES1804A","ES","Spain","GETAFE",-3.714167,40.324722,638
"ES1805A","O3",2012,"day","P50",70.545,"ES1805A","ES","Spain","GUADALIX DE LA SIERRA",-3.7025,40.780833,853
"ES1806A","O3",2012,"day","P50",84.75,"ES1806A","ES","Spain","ORUSCO DE TAJUÑA",-3.222222,40.286944,800
"ES1807A","O3",2012,"day","P50",50.375,"ES1807A","ES","Spain","RIVAS-VACIAMADRID",-3.542222,40.36,608
"ES1808A","O3",2012,"day","P50",77.208,"ES1808A","ES","Spain","SAN MARTÍN DE VALDEIGLESIAS",-4.396944,40.368889,549
"ES1809A","O3",2012,"day","P50",42.667,"ES1809A","ES","Spain","VALDEMORO",-3.679722,40.185278,610
"ES1810A","O3",2012,"day","P50",54.75,"ES1810A","ES","Spain","VILLA DEL PRADO",-4.274722,40.251944,512
"ES1811A","O3",2012,"day","P50",68.783,"ES1811A","ES","Spain","VILLAREJO DE SALVANÉS",-3.276667,40.167222,764
"ES1812A","O3",2012,"day","P50",71.083,"ES1812A","ES","Spain","ALCOVER",1.181111,41.280278,243
"ES1813A","O3",2012,"day","P50",76.087,"ES1813A","ES","Spain","GUIAMETS (ELS)",0.756111,41.1025,220
"ES1815A","O3",2012,"day","P50",53.375,"ES1815A","ES","Spain","VILAFRANCA DEL PENEDÈS",1.687778,41.348611,200
"ES1816A","O3",2012,"day","P50",62.167,"ES1816A","ES","Spain","MATARÓ",2.444444,41.548889,40
"ES1818A","O3",2012,"day","P50",56.65,"ES1818A","ES","Spain","TOLEDO",-4.020833,39.868056,500
"ES1819A","O3",2012,"day","P50",63.772,"ES1819A","ES","Spain","MÉRIDA",-6.338056,38.9075,214
"ES1820A","O3",2012,"day","P50",82.056,"ES1820A","ES","Spain","ZAFRA",-6.395,38.429167,551
"ES1821A","O3",2012,"day","P50",80.333,"ES1821A","ES","Spain","ARCOS DE LA FRONTERA",-5.743719,36.73975,216
"ES1822A","O3",2012,"day","P50",84.917,"ES1822A","ES","Spain","PRADO DEL REY",-5.531619,36.794489,390
"ES1824A","O3",2012,"day","P50",81.417,"ES1824A","ES","Spain","JAÉN",-3.810319,37.784439,376
"ES1825A","O3",2012,"day","P50",98.879,"ES1825A","ES","Spain","SANT ANTONI DE PORTMANY",1.31,38.994444,65
"ES1826A","O3",2012,"day","P50",59.792,"ES1826A","ES","Spain","PATERNA",-0.460833,39.551389,122
"ES1827A","O3",2012,"day","P50",71.696,"ES1827A","ES","Spain","BUNYOLA",2.687778,39.678889,172
"ES1828A","O3",2012,"day","P50",66.304,"ES1828A","ES","Spain","CIUTADELLA DE MENORCA",3.8575,40.010556,30
"ES1829A","O3",2012,"day","P50",50.75,"ES1829A","ES","Spain","PALMA DE MALLORCA",2.630556,39.634722,109
"ES1831A","O3",2012,"day","P50",58.792,"ES1831A","ES","Spain","SANTA EULALIA DEL RÍO",1.430556,38.943056,12
"ES1832A","O3",2012,"day","P50",63.471,"ES1832A","ES","Spain","VENTA DE BAÑOS",-4.47,41.932778,721
"ES1833A","O3",2012,"day","P50",70.558,"ES1833A","ES","Spain","VENTA DE BAÑOS",-4.465833,41.948056,732
"ES1834A","O3",2012,"day","P50",62.667,"ES1834A","ES","Spain","CASTELLÓN DE LA PLANA/CASTELLÓ",-0.026111,39.988889,18
"ES1835A","O3",2012,"day","P50",51.083,"ES1835A","ES","Spain","NÍJAR",-1.961481,36.95,51
"ES1838A","O3",2012,"day","P50",71.625,"ES1838A","ES","Spain","ALGETE",-3.503056,40.593333,800
"ES1846A","O3",2012,"day","P50",49.5,"ES1846A","ES","Spain","BURGOS",-3.721111,42.345556,929
"ES1848A","O3",2012,"day","P50",68.667,"ES1848A","ES","Spain","CASPE",-0.031389,41.228889,152
"ES1849A","O3",2012,"day","P50",65.174,"ES1849A","ES","Spain","ELCHE/ELX",-0.7175,38.259167,99
"ES1851A","O3",2012,"day","P50",64.292,"ES1851A","ES","Spain","BERGA",1.848333,42.097778,661
"ES1856A","O3",2012,"day","P50",59.875,"ES1856A","ES","Spain","BARCELONA",2.148056,41.426111,129
"ES1857A","O3",2012,"day","P50",60.667,"ES1857A","ES","Spain","CIUDAD REAL",-3.937778,38.993889,635
"ES1858A","O3",2012,"day","P50",64.542,"ES1858A","ES","Spain","CUENCA",-2.129444,40.061944,948
"ES1859A","O3",2012,"day","P50",57.292,"ES1859A","ES","Spain","TALAVERA DE LA REINA",-4.850833,39.958056,369
"ES1860A","O3",2012,"day","P50",59.542,"ES1860A","ES","Spain","GUILLENA",-6.036161,37.555019,1
"ES1863A","O3",2012,"day","P50",77.833,"ES1863A","ES","Spain","ARRECIFE",-13.5475,28.976944,47
"ES1864A","O3",2012,"day","P50",81.167,"ES1864A","ES","Spain","TEGUISE",-13.51655,28.990311,36
"ES1865A","O3",2012,"day","P50",65.292,"ES1865A","ES","Spain","PUERTO DEL ROSARIO",-13.852222,28.500278,20
"ES1866A","O3",2012,"day","P50",61.417,"ES1866A","ES","Spain","PUERTO DEL ROSARIO",-13.853611,28.5025,15
"ES1867A","O3",2012,"day","P50",50.917,"ES1867A","ES","Spain","FERROL",-8.241389,43.480556,5
"ES1868A","O3",2012,"day","P50",49.75,"ES1868A","ES","Spain","SANTIAGO DE COMPOSTELA",-8.559167,42.875833,220
"ES1869A","O3",2012,"day","P50",39.958,"ES1869A","ES","Spain","COSLADA",-3.545833,40.43,621
"ES1878A","O3",2012,"day","P50",66.5,"ES1878A","ES","Spain","ALMONTE",-6.570419,37.0161,22
"ES1879A","O3",2012,"day","P50",68.792,"ES1879A","ES","Spain","CASTELNOU",0.356389,41.225278,201
"ES1881A","O3",2012,"day","P50",66.958,"ES1881A","ES","Spain","ALCAÑIZ",-0.253889,41.105833,320
"ES1882A","O3",2012,"day","P50",78.958,"ES1882A","ES","Spain","CARAVACA DE LA CRUZ",-1.868611,38.114722,1
"ES1883A","O3",2012,"day","P50",82.833,"ES1883A","ES","Spain","PUEYO DE ARAGUÁS (EL)",0.181944,42.457778,1005
"ES1884A","O3",2012,"day","P50",55.875,"ES1884A","ES","Spain","SAGUNTO/SAGUNT",-0.265833,39.634167,3
"ES1885A","O3",2012,"day","P50",55.667,"ES1885A","ES","Spain","VALENCIA",-0.336389,39.480278,7
"ES1886A","O3",2012,"day","P50",61.542,"ES1886A","ES","Spain","BUÑOL",-0.783889,39.427222,400
"ES1889A","O3",2012,"day","P50",67.375,"ES1889A","ES","Spain","SALAMANCA",-5.639722,40.960833,743
"ES1890A","O3",2012,"day","P50",54.083,"ES1890A","ES","Spain","ALCORCÓN",-3.833889,40.341944,693
"ES1891A","O3",2012,"day","P50",42.833,"ES1891A","ES","Spain","GRANOLLERS",2.288333,41.600833,140
"ES1892A","O3",2012,"day","P50",51.333,"ES1892A","ES","Spain","BADALONA",2.237778,41.449444,6
"ES1898A","O3",2012,"day","P50",81.25,"ES1898A","ES","Spain","CAMPILLOS",-4.844831,36.9623,359
"ES1901A","O3",2012,"day","P50",51.917,"ES1901A","ES","Spain","SANTIAGO DE COMPOSTELA",-8.530833,42.887778,260
"ES1903A","O3",2012,"day","P50",61.478,"ES1903A","ES","Spain","VILADECANS",2.015,41.314722,14
"ES1905A","O3",2012,"day","P50",53.25,"ES1905A","ES","Spain","LUGO",-7.55,42.998056,450
"ES1907A","O3",2012,"day","P50",43.458,"ES1907A","ES","Spain","ARTEIXO",-8.505556,43.302222,100
"ES1910A","O3",2012,"day","P50",63.417,"ES1910A","ES","Spain","GAVÀ",1.991667,41.303056,25
"ES1911A","O3",2012,"day","P50",69.708,"ES1911A","ES","Spain","ALBALAT DELS TARONGERS",-0.336667,39.705278,320
"ES1912A","O3",2012,"day","P50",52.125,"ES1912A","ES","Spain","VALENCIA",-0.342778,39.4575,7
"ES1913A","O3",2012,"day","P50",76.625,"ES1913A","ES","Spain","PINOSO",-1.064722,38.451667,642
"ES1914A","O3",2012,"day","P50",61.208,"ES1914A","ES","Spain","ELDA",-0.803333,38.454722,355
"ES1915A","O3",2012,"day","P50",63.708,"ES1915A","ES","Spain","ALICANTE/ALACANT",-0.506667,38.340278,55
"ES1917A","O3",2012,"day","P50",56.458,"ES1917A","ES","Spain","TORREBAJA",-1.253889,40.099444,728
"ES1919A","O3",2012,"day","P50",63.5,"ES1919A","ES","Spain","TELDE",-15.411667,28.003611,113
"ES1920A","O3",2012,"day","P50",71.458,"ES1920A","ES","Spain","ARAFO",-16.399722,28.337222,275
"ES1921A","O3",2012,"day","P50",56.708,"ES1921A","ES","Spain","CARTAGENA",-0.975278,37.603056,10
"ES1922A","O3",2012,"day","P50",60.208,"ES1922A","ES","Spain","PALENCIA",-4.538333,42.019444,953
"ES1924A","O3",2012,"day","P50",58.292,"ES1924A","ES","Spain","GRANADA",-3.6001,37.165681,666
"ES1926A","O3",2012,"day","P50",57.417,"ES1926A","ES","Spain","VALENCIA",-0.408333,39.481111,11
"ES1927A","O3",2012,"day","P50",54.875,"ES1927A","ES","Spain","ZAMORA",-5.746389,41.509722,720
"ES1939A","O3",2012,"day","P50",41.75,"ES1939A","ES","Spain","MADRID",-3.685556,40.409722,672
"ES1941A","O3",2012,"day","P50",45.5,"ES1941A","ES","Spain","MADRID",-3.611944,40.372778,630
"ES1943A","O3",2012,"day","P50",30.083,"ES1943A","ES","Spain","MADRID",-3.718611,40.384722,605
"ES1945A","O3",2012,"day","P50",49,"ES1945A","ES","Spain","MADRID",-3.774444,40.518056,700
"ES1946A","O3",2012,"day","P50",51.458,"ES1946A","ES","Spain","MADRID",-3.608889,40.465,669
"ES1947A","O3",2012,"day","P50",49.208,"ES1947A","ES","Spain","MADRID",-3.689722,40.500556,715
"ES1952A","O3",2012,"day","P50",65.957,"ES1952A","ES","Spain","ARUCAS",-15.521111,28.111389,226
"ES1953A","O3",2012,"day","P50",57.208,"ES1953A","ES","Spain","PALMAS DE GRAN CANARIA (LAS)",-15.43,28.1075,85
"ES1954A","O3",2012,"day","P50",61.417,"ES1954A","ES","Spain","REALEJOS (LOS)",-16.570833,28.383056,371
"ES1955A","O3",2012,"day","P50",72.042,"ES1955A","ES","Spain","ARRECIFE",-13.555833,28.967778,22
"ES1956A","O3",2012,"day","P50",53.292,"ES1956A","ES","Spain","BREÑA BAJA",-17.771111,28.645278,208
"ES1957A","O3",2012,"day","P50",11.792,"ES1957A","ES","Spain","CORUÑA (A)",-8.408889,43.3825,25
"ES1960A","O3",2012,"day","P50",61,"ES1960A","ES","Spain","FERROL",-8.250278,43.492778,13
"ES1962A","O3",2012,"day","P50",57.167,"ES1962A","ES","Spain","ALTSASU/ALSASUA",-2.160278,42.904722,530
"ES1963A","O3",2012,"day","P50",65.35,"ES1963A","ES","Spain","ILLESCAS",-3.833056,40.119167,548
"ES1967A","O3",2012,"day","P50",63.833,"ES1967A","ES","Spain","SEGOVIA",-4.110556,40.955556,952
"ES1968A","O3",2012,"day","P50",66.917,"ES1968A","ES","Spain","ALICANTE/ALACANT",-0.513889,38.351111,20
"ES1969A","O3",2012,"day","P50",68.75,"ES1969A","ES","Spain","VALL D'UIXÓ (LA)",-0.244444,39.823611,250
"ES1970A","O3",2012,"day","P50",50.917,"ES1970A","ES","Spain","VALENCIA",-0.396389,39.450278,15
"ES1971A","O3",2012,"day","P50",85.583,"ES1971A","ES","Spain","VILLAHARTA",-4.903969,38.137931,571
"ES1973A","O3",2012,"day","P50",64.292,"ES1973A","ES","Spain","ARMILLA",-3.61925,37.135561,684
"ES1974A","O3",2012,"day","P50",51.5,"ES1974A","ES","Spain","GIJÓN",-5.670556,43.516667,46
"ES1975A","O3",2012,"day","P50",59.25,"ES1975A","ES","Spain","SANTA CRUZ DE TENERIFE",-16.278889,28.458056,200
"ES1976A","O3",2012,"day","P50",56.625,"ES1976A","ES","Spain","SANTA CRUZ DE TENERIFE",-16.276389,28.461667,158
"ES1978A","O3",2012,"day","P50",73.375,"ES1978A","ES","Spain","PUERTO DEL ROSARIO",-13.860833,28.498381,20
"ES1979A","O3",2012,"day","P50",66.542,"ES1979A","ES","Spain","BREÑA ALTA",-17.775556,28.667778,245
"ES1980A","O3",2012,"day","P50",60.292,"ES1980A","ES","Spain","SANTA CRUZ DE LA PALMA",-17.764444,28.685278,52
"ES1981A","O3",2012,"day","P50",49.333,"ES1981A","ES","Spain","ARTEIXO",-8.467222,43.347222,20
"ES1982A","O3",2012,"day","P50",91,"ES1982A","ES","Spain","SANT ESTEVE DE LA SARGA",0.729444,42.051389,1570
"ES1983A","O3",2012,"day","P50",38.958,"ES1983A","ES","Spain","PRAT DE LLOBREGAT (EL)",2.082222,41.321667,7
"ES1986A","O3",2012,"day","P50",50.625,"ES1986A","ES","Spain","ARANDA DE DUERO",-3.688889,41.665556,801
"ES1987A","O3",2012,"day","P50",79.75,"ES1987A","ES","Spain","MEDINA DE POMAR",-3.475278,42.951944,613
"ES1988A","O3",2012,"day","P50",58.375,"ES1988A","ES","Spain","LEÓN",-5.566389,42.575278,814
"ES1989A","O3",2012,"day","P50",65.783,"ES1989A","ES","Spain","BURÓN",-5.089722,43.041389,1140
"ES1990A","O3",2012,"day","P50",76.667,"ES1990A","ES","Spain","MAÍLLO (EL)",-6.223889,40.569722,985
"ES1991A","O3",2012,"day","P50",53.5,"ES1991A","ES","Spain","MURIEL DE LA FUENTE",-2.856944,41.723611,1017
"ES1992A","O3",2012,"day","P50",55.348,"ES1992A","ES","Spain","BARCELONA",2.116667,41.394722,81
"ES1995A","O3",2012,"day","P50",53.667,"ES1995A","ES","Spain","PALMA DE MALLORCA",2.701111,39.546389,2
"ES1996A","O3",2012,"day","P50",90.75,"ES1996A","ES","Spain","BÉDAR",-1.9854,37.193419,380
"ES1997A","O3",2012,"day","P50",77.036,"ES1997A","ES","Spain","PLASENCIA",-6.147222,40.077778,181
"ES2000A","O3",2012,"day","P50",49.917,"ES2000A","ES","Spain","SANTA CRUZ DE TENERIFE",-16.263333,28.458056,68
"ES2001A","O3",2012,"day","P50",67.625,"ES2001A","ES","Spain","CORTES DE PALLÁS",-0.934444,39.260833,493
"ES2003A","O3",2012,"day","P50",68.458,"ES2003A","ES","Spain","SANTA CRUZ DE TENERIFE",-16.276944,28.455278,169
"ES2004A","O3",2012,"day","P50",69.958,"ES2004A","ES","Spain","TELDE",-15.414722,28.026389,115
"ES2008A","O3",2012,"day","P50",54.542,"ES2008A","ES","Spain","TORREVIEJA",-0.69,37.991111,10
"ES2013A","O3",2012,"day","P50",50.208,"ES2013A","ES","Spain","ARZÚA",-8.162306,42.932867,390
"ES2018A","O3",2012,"day","P50",66.5,"ES2018A","ES","Spain","ALGAR DE PALANCIA",-0.359167,39.782222,200
"ES2019A","O3",2012,"day","P50",65.792,"ES2019A","ES","Spain","VILAMARXANT",-0.625556,39.564722,510
"ES2020A","O3",2012,"day","P50",63.917,"ES2020A","ES","Spain","SANTA CRUZ DE TENERIFE",-16.271836,28.456742,119
"ES2021A","O3",2012,"day","P50",62.875,"ES2021A","ES","Spain","SANTA CRUZ DE TENERIFE",-16.264881,28.463006,85
"ES2022A","O3",2012,"day","P50",69.417,"ES2022A","ES","Spain","CANDELARIA",-16.368333,28.380161,128
"ES2025A","O3",2012,"day","P50",71.625,"ES2025A","ES","Spain","PUERTO DEL ROSARIO",-13.848975,28.506156,15
"FI00368","O3",2012,"day","P50",48.833,"FI00368","FI","Finland","",25.133333,61.215836,132
"FI00428","O3",2012,"day","P50",53.125,"FI00428","FI","Finland","",31.046955,63.143059,235
"FI00453","O3",2012,"day","P50",53,"FI00453","FI","Finland","",23.496677,60.816944,104
"FI00425","O3",2012,"day","P50",48.417,"FI00425","FI","Finland","HELSINKI",24.950562,60.1875,21
"FI00363","O3",2012,"day","P50",46.5,"FI00363","FI","Finland","KUOPIO",27.670002,62.893612,112
"FI00208","O3",2012,"day","P50",50.25,"FI00208","FI","Finland","ESPOO",24.689449,60.31361,64
"FI00564","O3",2012,"day","P50",39.292,"FI00564","FI","Finland","HELSINKI",24.939171,60.169724,5
"FI00352","O3",2012,"day","P50",55.417,"FI00352","FI","Finland","",29.401684,66.321663,310
"FI00431","O3",2012,"day","P50",38.292,"FI00431","FI","Finland","JYVÄSKYLÄ",25.709175,62.290001,143
"FI00301","O3",2012,"day","P50",44.792,"FI00301","FI","Finland","OULU",25.497791,65.043335,8
"FI00357","O3",2012,"day","P50",60.667,"FI00357","FI","Finland","",28.303057,68.476944,262
"FI00460","O3",2012,"day","P50",57.87,"FI00460","FI","Finland","",22.099459,60.425278,6
"FI00356","O3",2012,"day","P50",61.75,"FI00356","FI","Finland","",24.112234,67.967224,566
"FI00867","O3",2012,"day","P50",44.042,"FI00867","FI","Finland","LAHTI",25.59109,60.97907,150
"FI00226","O3",2012,"day","P50",43.375,"FI00226","FI","Finland","VANTAA",25.040838,60.286945,21
"FI00349","O3",2012,"day","P50",65.958,"FI00349","FI","Finland","",21.373894,59.779167,7
"FI00586","O3",2012,"day","P50",52.391,"FI00586","FI","Finland","VAASA",21.604071,63.101208,16
"FI00781","O3",2012,"day","P50",45.652,"FI00781","FI","Finland","HELSINKI",25.102501,60.223888,25
"FI00351","O3",2012,"day","P50",54.792,"FI00351","FI","Finland","",27.671391,60.526112,4
"FI00372","O3",2012,"day","P50",49.042,"FI00372","FI","Finland","",24.191952,62.588612,180
"FR24013","O3",2012,"day","P50",94.75,"FR24013","FR","France","VALDEBLORE",7.22798,44.1056,1826
"FR31032","O3",2012,"day","P50",55.292,"FR31032","FR","France","AGEN",0.623889,44.192222,50
"FR09301","O3",2012,"day","P50",56.208,"FR09301","FR","France","AIRVAULT",-0.135461,46.824369,120
"FR03029","O3",2012,"day","P50",54.292,"FR03029","FR","France","AIX-EN-PROVENCE",5.441386,43.530292,188
"FR03048","O3",2012,"day","P50",58.667,"FR03048","FR","France","AIX-EN-PROVENCE",5.461806,43.555758,293
"FR41001","O3",2012,"day","P50",61.083,"FR41001","FR","France","AJACCIO",8.735692,41.924686,28
"FR41003","O3",2012,"day","P50",54.25,"FR41003","FR","France","SARROLA-CARCOPINO",8.820278,41.964442,15
"FR41007","O3",2012,"day","P50",60.833,"FR41007","FR","France","AJACCIO",8.757586,41.949231,58
"FR12026","O3",2012,"day","P50",53.333,"FR12026","FR","France","ALBI",2.146111,43.928056,182
"FR31034","O3",2012,"day","P50",56.583,"FR31034","FR","France","AMBÈS",-0.529722,45.012222,3
"FR33211","O3",2012,"day","P50",48.333,"FR33211","FR","France","ANNEMASSE",6.240556,46.195833,441
"FR24007","O3",2012,"day","P50",45.167,"FR24007","FR","France","ANTIBES",7.094725,43.599722,77
"FR23150","O3",2012,"day","P50",56.208,"FR23150","FR","France","ANGERS",-0.550067,47.447392,33
"FR03086","O3",2012,"day","P50",61.542,"FR03086","FR","France","APT",5.3625,43.880086,205
"FR03032","O3",2012,"day","P50",62.5,"FR03032","FR","France","AUBAGNE",5.571736,43.294783,107
"FR03080","O3",2012,"day","P50",57.583,"FR03080","FR","France","AVIGNON",4.805081,43.949725,31
"FR08022","O3",2012,"day","P50",71.667,"FR08022","FR","France","AGDE",3.504831,43.287758,20
"FR33233","O3",2012,"day","P50",86.667,"FR33233","FR","France","CHAMONIX-MONT-BLANC",6.887319,45.878614,3842
"FR33121","O3",2012,"day","P50",35.917,"FR33121","FR","France","ALBERTVILLE",6.389722,45.675,352
"FR21031","O3",2012,"day","P50",51.667,"FR21031","FR","France","CERISE",0.110833,48.445553,140
"FR08618","O3",2012,"day","P50",64.875,"FR08618","FR","France","SAINT-PRIVAT-DES-VIEUX",4.1388,44.142758,170
"FR36010","O3",2012,"day","P50",70.667,"FR36010","FR","France","GROSPIERRES",4.289258,44.399683,130
"FR11022","O3",2012,"day","P50",41.667,"FR11022","FR","France","ARMENTIÈRES",2.885236,50.688733,13
"FR18039","O3",2012,"day","P50",55.208,"FR18039","FR","France","ARREST",1.610833,50.129447,33
"FR07014","O3",2012,"day","P50",59.833,"FR07014","FR","France","AURILLAC",2.420194,44.898336,640
"FR07017","O3",2012,"day","P50",57.583,"FR07017","FR","France","AURILLAC",2.445167,44.931333,641
"FR09008","O3",2012,"day","P50",60.208,"FR09008","FR","France","AYTRÉ",-1.117042,46.135153,10
"FR31007","O3",2012,"day","P50",51.333,"FR31007","FR","France","BASSENS",-0.514722,44.900278,36
"FR41002","O3",2012,"day","P50",78.25,"FR41002","FR","France","BASTIA",9.446419,42.697919,57
"FR41004","O3",2012,"day","P50",57.25,"FR41004","FR","France","LUCCIANA",9.475978,42.535825,15
"FR41017","O3",2012,"day","P50",77.625,"FR41017","FR","France","BASTIA",9.434644,42.671336,47
"FR12031","O3",2012,"day","P50",63,"FR12031","FR","France","BÉLESTA-EN-LAURAGAIS",1.821944,43.441392,260
"FR12030","O3",2012,"day","P50",54.75,"FR12030","FR","France","TOULOUSE",1.443889,43.587219,150
"FR14010","O3",2012,"day","P50",45.167,"FR14010","FR","France","BÉTHENY",4.051111,49.282219,90
"FR31013","O3",2012,"day","P50",53,"FR31013","FR","France","BILLÈRE",-0.391111,43.310833,195
"FR24024","O3",2012,"day","P50",57.826,"FR24024","FR","France","BRIANÇON",6.637975,44.896389,1210
"FR03067","O3",2012,"day","P50",61.333,"FR03067","FR","France","BRIGNOLES",6.076103,43.398733,274
"FR35004","O3",2012,"day","P50",42.708,"FR35004","FR","France","BRIVE-LA-GAILLARDE",1.537222,45.158744,121
"FR30020","O3",2012,"day","P50",44.542,"FR30020","FR","France","BAR-LE-DUC",5.162789,48.775858,200
"FR25049","O3",2012,"day","P50",49.5,"FR25049","FR","France","VAL-DE-REUIL",1.214367,49.304869,21
"FR18036","O3",2012,"day","P50",47.958,"FR18036","FR","France","BEAUVAIS",2.094444,49.438889,97
"FR13016","O3",2012,"day","P50",57.583,"FR13016","FR","France","BELFORT",6.859028,47.63075,357
"FR02001","O3",2012,"day","P50",62.522,"FR02001","FR","France","BERRE-L'ETANG",5.171944,43.485833,6
"FR17006","O3",2012,"day","P50",49.75,"FR17006","FR","France","BESANÇON",6.051917,47.297306,337
"FR17004","O3",2012,"day","P50",49,"FR17004","FR","France","BESANCON",5.971556,47.221972,270
"FR07023","O3",2012,"day","P50",74.458,"FR07023","FR","France","BESSE-ET-SAINT-ANASTAISE",2.930361,45.510392,1050
"FR28028","O3",2012,"day","P50",48.917,"FR28028","FR","France","BÉTHUNE",2.635692,50.535386,30
"FR08023","O3",2012,"day","P50",71.417,"FR08023","FR","France","CORNEILHAN",3.188806,43.406792,71
"FR34062","O3",2012,"day","P50",44.125,"FR34062","FR","France","BLOIS",1.333817,47.594606,108
"FR34061","O3",2012,"day","P50",54.875,"FR34061","FR","France","BLOIS",1.303647,47.594606,115
"FR33305","O3",2012,"day","P50",47.458,"FR33305","FR","France","BOURG-EN-BRESSE",5.226389,46.211667,220
"FR27007","O3",2012,"day","P50",43.958,"FR27007","FR","France","BOURGOIN-JALLIEU",5.270872,45.608219,226
"FR19012","O3",2012,"day","P50",58.333,"FR19012","FR","France","BREST",-4.486817,48.386383,48
"FR19015","O3",2012,"day","P50",55.042,"FR19015","FR","France","BREST",-4.475106,48.409056,69
"FR07020","O3",2012,"day","P50",55.583,"FR07020","FR","France","BUSSET",3.515139,46.060278,495
"FR16060","O3",2012,"day","P50",41.348,"FR16060","FR","France","VILLAGE-NEUF",7.5683,47.595,247
"FR04008","O3",2012,"day","P50",42.583,"FR04008","FR","France","CACHAN",2.330556,48.799444,51
