"station_european_code","component_caption","statistics_year","statistics_average_group","statistic_shortname","statistic_value","station_european_code","country_iso_code","country_name","station_city","longitude","latitude","altitude"
"IT2033A","O3",2012,"day","P50",76.696,"IT2033A","IT","Italy","RAGUSA",14.740278,36.087778,501
"IT1963A","O3",2012,"day","P50",88.75,"IT1963A","IT","Italy","CERESOLE REALE",7.245278,45.43,1620
"IT1938A","O3",2012,"day","P50",57.13,"IT1938A","IT","Italy","COSENZA",16.245556,39.314167,200
"IT1796A","O3",2012,"day","P50",69.609,"IT1796A","IT","Italy","",13.674723,43.335556,110
"IT1246A","O3",2012,"day","P50",46.375,"IT1246A","IT","Italy","COSSATO",8.1875,45.56889,273
"IT1529A","O3",2012,"day","P50",59.125,"IT1529A","IT","Italy","CUNEO",7.538055,44.381664,551
"IT1385A","O3",2012,"day","P50",34.857,"IT1385A","IT","Italy","DARFO BOARIO TERME",10.177501,45.873886,226
"IT1928A","O3",2012,"day","P50",55.333,"IT1928A","IT","Italy","CERVIA",12.332222,44.28389,0
"IT1474A","O3",2012,"day","P50",74.652,"IT1474A","IT","Italy","DOBERDO' DEL LAGO",13.544723,45.843887,125
"IT0988A","O3",2012,"day","P50",59.958,"IT0988A","IT","Italy","DONNAS",7.760278,45.5975,371
"IT1904A","O3",2012,"day","P50",83.833,"IT1904A","IT","Italy","DERNICE",9.053333,44.764999,580
"IT1121A","O3",2012,"day","P50",60.083,"IT1121A","IT","Italy","DRUENTO",7.56,45.175556,337
"IT1890A","O3",2012,"day","P50",103.826,"IT1890A","IT","Italy","ENNA",14.266666,37.549999,0
"IT1871A","O3",2012,"day","P50",60.667,"IT1871A","IT","Italy","ESTE",11.665833,45.226665,12
"IT0979A","O3",2012,"day","P50",77.208,"IT0979A","IT","Italy","ETROUBLES",7.235278,45.815834,1330
"IT0462A","O3",2012,"day","P50",46.625,"IT0462A","IT","Italy","FALCONARA MARITTIMA",13.370556,43.636112,5
"IT0463A","O3",2012,"day","P50",60.667,"IT0463A","IT","Italy","FALCONARA MARITTIMA",13.39,43.620552,90
"IT0461A","O3",2012,"day","P50",57.125,"IT0461A","IT","Italy","FALCONARA MARITTIMA",13.3875,43.633335,10
"IT1672A","O3",2012,"day","P50",85.542,"IT1672A","IT","Italy","VILLA MINOZZO",10.430278,44.299721,1020
"IT1873A","O3",2012,"day","P50",41.083,"IT1873A","IT","Italy","FERNO",8.75,45.616667,215
"IT0883A","O3",2012,"day","P50",67.696,"IT0883A","IT","Italy","FIRENZE",11.323889,43.789165,195
"IT0992A","O3",2012,"day","P50",78.208,"IT0992A","IT","Italy","FONTECHIARI",13.674445,41.670002,388
"IT2004A","O3",2012,"day","P50",39.652,"IT2004A","IT","Italy","PERUGIA",12.374722,43.104443,305
"IT2013A","O3",2012,"day","P50",58,"IT2013A","IT","Italy","FROSINONE",13.323333,41.638889,255
"IT1741A","O3",2012,"day","P50",64.304,"IT1741A","IT","Italy","FERRANDINA",16.500834,40.484722,62
"IT2018A","O3",2012,"day","P50",73.783,"IT2018A","IT","Italy","FRANCAVILLA FONTANA",17.587502,40.5275,139
"IT1766A","O3",2012,"day","P50",79.042,"IT1766A","IT","Italy","FIRMO",16.205557,39.714169,200
"IT1688A","O3",2012,"day","P50",69.917,"IT1688A","IT","Italy","GALATINA",18.076389,40.226391,10
"IT0741A","O3",2012,"day","P50",43.083,"IT0741A","IT","Italy","GAMBARA",10.299445,45.24889,51
"IT1921A","O3",2012,"day","P50",51.25,"IT1921A","IT","Italy","MIRANDOLA",11.179167,44.929447,4
"IT1179A","O3",2012,"day","P50",55.864,"IT1179A","IT","Italy","JOLANDA DI SAVOIA",11.961111,44.839722,-2
"IT0892A","O3",2012,"day","P50",37,"IT0892A","IT","Italy","BOLOGNA",11.355,44.483334,73
"IT2029A","O3",2012,"day","P50",62.826,"IT2029A","IT","Italy","SAN REMO",7.774444,43.82,80
"IT1942A","O3",2012,"day","P50",76.833,"IT1942A","IT","Italy","GROSSETO",11.094167,42.670555,40
"IT1806A","O3",2012,"day","P50",82.958,"IT1806A","IT","Italy","GUARDIAREGIA",14.525556,41.418892,884
"IT1773A","O3",2012,"day","P50",82.708,"IT1773A","IT","Italy","GENGA",12.952222,43.468056,550
"IT2031A","O3",2012,"day","P50",56.217,"IT2031A","IT","Italy","CROTONE",17.114167,39.081667,10
"IT1587A","O3",2012,"day","P50",53.261,"IT1587A","IT","Italy","GORIZIA",13.616389,45.936947,50
"IT1679A","O3",2012,"day","P50",72.375,"IT1679A","IT","Italy","GROTTAGLIE",17.423889,40.537777,200
"IT1624A","O3",2012,"day","P50",52.478,"IT1624A","IT","Italy","BARI",16.859722,41.100555,10
"IT1176A","O3",2012,"day","P50",52.958,"IT1176A","IT","Italy","ROMA",12.541667,41.886111,37
"IT0977A","O3",2012,"day","P50",83,"IT0977A","IT","Italy","LA THUILE",6.977778,45.729168,1640
"IT1758A","O3",2012,"day","P50",77.652,"IT1758A","IT","Italy","LAMPEDUSA E LINOSA",12.629723,35.518612,45
"IT1665A","O3",2012,"day","P50",73.667,"IT1665A","IT","Italy","LECCE",18.116112,40.458889,10
"IT1826A","O3",2012,"day","P50",49.833,"IT1826A","IT","Italy","LECCO",9.395833,45.849442,267
"IT1535A","O3",2012,"day","P50",58.292,"IT1535A","IT","Italy","LEGNAGO",11.311389,45.183613,25
"IT0989A","O3",2012,"day","P50",81.583,"IT0989A","IT","Italy","LEONESSA",12.961945,42.572498,948
"IT1236A","O3",2012,"day","P50",79.609,"IT1236A","IT","Italy","LIVORNO",10.413611,43.500833,240
"IT1550A","O3",2012,"day","P50",69.826,"IT1550A","IT","Italy","LIVORNO",10.347778,43.513889,65
"IT2103A","O3",2012,"day","P50",85.696,"IT2103A","IT","Italy","ROSIGNANO MARITTIMO",10.476944,43.403611,108
"IT1239A","O3",2012,"day","P50",50.391,"IT1239A","IT","Italy","ROSIGNANO MARITTIMO",10.467222,43.389444,27
"IT1724A","O3",2012,"day","P50",65.609,"IT1724A","IT","Italy","CATANIA",15.046667,37.484165,82
"IT1167A","O3",2012,"day","P50",56.87,"IT1167A","IT","Italy","LIGNANO SABBIADORO",13.107779,45.676113,2
"IT0706A","O3",2012,"day","P50",40.708,"IT0706A","IT","Italy","PIOLTELLO",9.3275,45.482777,123
"IT1965A","O3",2012,"day","P50",34.458,"IT1965A","IT","Italy","LODI",9.301667,45.303612,76
"IT0743A","O3",2012,"day","P50",55.958,"IT0743A","IT","Italy","LONATO",10.480833,45.463333,188
"IT1696A","O3",2012,"day","P50",40.292,"IT1696A","IT","Italy","LAIVES",11.339444,46.434444,270
"IT0869A","O3",2012,"day","P50",54.417,"IT0869A","IT","Italy","LATINA",12.913056,41.463889,21
"IT1644A","O3",2012,"day","P50",65.043,"IT1644A","IT","Italy","LUCCA",10.453611,43.868889,120
"IT1089A","O3",2012,"day","P50",47.217,"IT1089A","IT","Italy","PORCARI",10.619166,43.837776,10
"IT1216A","O3",2012,"day","P50",54,"IT1216A","IT","Italy","GORIZIA",13.572222,45.931114,84
"IT0544A","O3",2012,"day","P50",45.391,"IT0544A","IT","Italy","LUGAGNANO VAL D'ARDA",9.830277,44.823887,210
"IT1744A","O3",2012,"day","P50",79.609,"IT1744A","IT","Italy","MATERA",16.546944,40.686668,245
"IT1953A","O3",2012,"day","P50",71.696,"IT1953A","IT","Italy","GALATINA",18.304998,40.336109,50
"IT1897A","O3",2012,"day","P50",77.522,"IT1897A","IT","Italy","LAVELLO",15.785278,41.047779,410
"IT1728A","O3",2012,"day","P50",55.652,"IT1728A","IT","Italy","TERNI",12.651667,42.552223,138
"IT1668A","O3",2012,"day","P50",72.583,"IT1668A","IT","Italy","LECCE",18.194444,40.361111,10
"IT1940A","O3",2012,"day","P50",64.708,"IT1940A","IT","Italy","LOCRI",16.258333,38.237221,10
"IT1536A","O3",2012,"day","P50",55.083,"IT1536A","IT","Italy","LA SPEZIA",9.842777,44.117775,6
"IT2012A","O3",2012,"day","P50",59,"IT2012A","IT","Italy","ROMA",12.345,41.875556,55
"IT1683A","O3",2012,"day","P50",51.542,"IT1683A","IT","Italy","MANDURIA",17.632778,40.3925,20
"IT1596A","O3",2012,"day","P50",55.304,"IT1596A","IT","Italy","",12.510278,45.836945,14
"IT1043A","O3",2012,"day","P50",33.292,"IT1043A","IT","Italy","RIMINI",12.553333,44.0625,6
"IT1193A","O3",2012,"day","P50",83.696,"IT1193A","IT","Italy","MELFI",15.644722,40.987222,620
"IT0611A","O3",2012,"day","P50",88.783,"IT0611A","IT","Italy","MELILLI",15.127778,37.178612,300
"IT1829A","O3",2012,"day","P50",47.957,"IT1829A","IT","Italy","MESSINA",15.552778,38.198334,10
"IT1692A","O3",2012,"day","P50",38.708,"IT1692A","IT","Italy","MILANO",9.235833,45.478333,122
"IT1899A","O3",2012,"day","P50",60.87,"IT1899A","IT","Italy","MISTERBIANCO",15.026944,37.516388,160
"IT1812A","O3",2012,"day","P50",80.958,"IT1812A","IT","Italy","MOGGIO",9.496944,45.913056,1192
"IT2076A","O3",2012,"day","P50",43.25,"IT2076A","IT","Italy","MONDAINO",12.648333,43.843889,127
"IT1538A","O3",2012,"day","P50",71.348,"IT1538A","IT","Italy","MONFALCONE",13.528889,45.809998,5
"IT1817A","O3",2012,"day","P50",57.25,"IT1817A","IT","Italy","MONOPOLI",17.290278,40.956667,10
"IT1191A","O3",2012,"day","P50",93.917,"IT1191A","IT","Italy","VEZZANO",10.958611,46.082775,1601
"IT1091A","O3",2012,"day","P50",68.696,"IT1091A","IT","Italy","TRIESTE",13.794445,45.61861,92
"IT1842A","O3",2012,"day","P50",73.042,"IT1842A","IT","Italy","MONTEMONACO",13.336666,42.900558,1000
"IT1843A","O3",2012,"day","P50",56.875,"IT1843A","IT","Italy","ASCOLI PICENO",13.619445,42.84861,150
"IT1743A","O3",2012,"day","P50",35.958,"IT1743A","IT","Italy","MONZA",9.274445,45.581112,162
"IT1190A","O3",2012,"day","P50",43.625,"IT1190A","IT","Italy","MORBEGNO",9.566389,46.131664,262
"IT1721A","O3",2012,"day","P50",35.565,"IT1721A","IT","Italy","CATANIA",15.086945,37.525833,88
"IT1881A","O3",2012,"day","P50",56.652,"IT1881A","IT","Italy","MASSA",10.136389,44.038055,50
"IT1795A","O3",2012,"day","P50",62.522,"IT1795A","IT","Italy","MACERATA",13.428612,43.285,225
"IT1667A","O3",2012,"day","P50",73.583,"IT1667A","IT","Italy","MAGLIE",18.304167,40.1325,10
"IT1598A","O3",2012,"day","P50",86.087,"IT1598A","IT","Italy","MANFREDONIA",15.909444,41.62833,20
"IT2020A","O3",2012,"day","P50",32.833,"IT2020A","IT","Italy","MONDOLFO",13.1325,43.767776,3
"IT1680A","O3",2012,"day","P50",71.174,"IT1680A","IT","Italy","MARTINA FRANCA",17.331945,40.700832,400
"IT2021A","O3",2012,"day","P50",77.217,"IT2021A","IT","Italy","MASSAFRA",17.115833,40.591942,118
"IT1601A","O3",2012,"day","P50",82.478,"IT1601A","IT","Italy","MANFREDONIA",15.945,41.665279,30
"IT1497A","O3",2012,"day","P50",51.833,"IT1497A","IT","Italy","NAPOLI",14.254444,40.862778,145
"IT1496A","O3",2012,"day","P50",64.958,"IT1496A","IT","Italy","NAPOLI",14.231389,40.85,173
"IT1492A","O3",2012,"day","P50",47.591,"IT1492A","IT","Italy","NAPOLI",14.254167,40.849722,42
"IT0897A","O3",2012,"day","P50",50.083,"IT0897A","IT","Italy","NAPOLI",14.228056,40.844444,179
"IT0898A","O3",2012,"day","P50",37.167,"IT0898A","IT","Italy","NAPOLI",14.251389,40.852778,46
"IT1491A","O3",2012,"day","P50",36.909,"IT1491A","IT","Italy","NAPOLI",14.271667,40.853611,13
"IT1495A","O3",2012,"day","P50",44.667,"IT1495A","IT","Italy","NAPOLI",14.281389,40.8675,143
"IT1493A","O3",2012,"day","P50",44.542,"IT1493A","IT","Italy","NAPOLI",14.352222,40.854722,33
"IT0553A","O3",2012,"day","P50",53.304,"IT0553A","IT","Italy","NARNI",12.522222,42.535278,94
"IT1518A","O3",2012,"day","P50",37.917,"IT1518A","IT","Italy","NOVARA",8.620556,45.438335,159
"IT1463A","O3",2012,"day","P50",36.625,"IT1463A","IT","Italy","OSIO SOTTO",9.612778,45.620552,182
"IT1259A","O3",2012,"day","P50",44,"IT1259A","IT","Italy","OSOPPO",13.066667,46.220833,167
"IT1919A","O3",2012,"day","P50",54.087,"IT1919A","IT","Italy","OSTELLATO",11.942223,44.741669,0
"IT1120A","O3",2012,"day","P50",49.542,"IT1120A","IT","Italy","ORBASSANO",7.55,45.007221,268
"IT1182A","O3",2012,"day","P50",51.478,"IT1182A","IT","Italy","PERUGIA",12.441389,43.09,250
"IT1030A","O3",2012,"day","P50",41.478,"IT1030A","IT","Italy","FAENZA",11.870556,44.283333,35
"IT1870A","O3",2012,"day","P50",55.391,"IT1870A","IT","Italy","CINTO EUGANEO",11.643055,45.290001,18
"IT1771A","O3",2012,"day","P50",41.125,"IT1771A","IT","Italy","MODENA",10.926389,44.651669,34
"IT1975A","O3",2012,"day","P50",39.609,"IT1975A","IT","Italy","PIACENZA",9.669167,45.038334,61
"IT1048A","O3",2012,"day","P50",41.957,"IT1048A","IT","Italy","FORLI'",12.048889,44.219166,29
"IT1888A","O3",2012,"day","P50",61.826,"IT1888A","IT","Italy","PARTINICO",13.116667,38.033333,0
"IT0912A","O3",2012,"day","P50",35.708,"IT0912A","IT","Italy","PAVIA",9.164721,45.19389,77
"IT1453A","O3",2012,"day","P50",64,"IT1453A","IT","Italy","PADOVA",11.841944,45.371944,13
"IT1423A","O3",2012,"day","P50",46.375,"IT1423A","IT","Italy","PESCARA",14.234722,42.456669,3
"IT1208A","O3",2012,"day","P50",46.167,"IT1208A","IT","Italy","PESCARA",14.198334,42.450832,10
"IT2014A","O3",2012,"day","P50",55.667,"IT2014A","IT","Italy","PERLEDO",9.286112,46.015835,211
"IT1149A","O3",2012,"day","P50",79.696,"IT1149A","IT","Italy","POMARANCE",10.881667,43.24778,353
"IT1110A","O3",2012,"day","P50",50.043,"IT1110A","IT","Italy","PISA",10.401667,43.738888,5
"IT1067A","O3",2012,"day","P50",38.25,"IT1067A","IT","Italy","PONTEDERA",10.638888,43.663334,15
"IT1071A","O3",2012,"day","P50",43.87,"IT1071A","IT","Italy","SANTA CROCE SULL'ARNO",10.771667,43.713055,16
"IT1930A","O3",2012,"day","P50",47,"IT1930A","IT","Italy","",11.114722,46.196945,227
"IT1901A","O3",2012,"day","P50",46.391,"IT1901A","IT","Italy","GUBBIO",12.576389,43.352778,498
"IT1137A","O3",2012,"day","P50",55.348,"IT1137A","IT","Italy","TRIESTE",13.772222,45.657223,2
"IT2078A","O3",2012,"day","P50",80.083,"IT2078A","IT","Italy","SIMERI CRICHI",16.669167,38.870278,15
"IT1790A","O3",2012,"day","P50",63.957,"IT1790A","IT","Italy","PIEVE D'ALPAGO",12.360833,46.1625,615
"IT2026A","O3",2012,"day","P50",54.043,"IT2026A","IT","Italy","POLISTENA",16.070002,38.400833,224
"IT1388A","O3",2012,"day","P50",55.333,"IT1388A","IT","Italy","PONTI SUL MINCIO",10.691944,45.410835,113
"IT1982A","O3",2012,"day","P50",55.75,"IT1982A","IT","Italy","POPOLI",13.821667,42.163334,262
"IT1112A","O3",2012,"day","P50",51.348,"IT1112A","IT","Italy","PORCIA",12.618611,45.957779,29
"IT1099A","O3",2012,"day","P50",45.739,"IT1099A","IT","Italy","PORDENONE",12.658055,45.962223,28
"IT1586A","O3",2012,"day","P50",69.261,"IT1586A","IT","Italy","POTENZA",15.811666,40.625275,750
"IT0614A","O3",2012,"day","P50",68.13,"IT0614A","IT","Italy","PRIOLO GARGALLO",15.186945,37.15778,35
"IT2022A","O3",2012,"day","P50",80.292,"IT2022A","IT","Italy","PROPATA",9.185,44.56472,965
"IT1553A","O3",2012,"day","P50",54.435,"IT1553A","IT","Italy","MONTALE",11.006945,43.916111,48
"IT2052A","O3",2012,"day","P50",54.087,"IT2052A","IT","Italy","CATANIA",15.697778,37.529167,135
"IT1634A","O3",2012,"day","P50",35.042,"IT1634A","IT","Italy","CAGLIARI",9.126111,39.217224,10
"IT1515A","O3",2012,"day","P50",59,"IT1515A","IT","Italy","PIEVE VERGONTE",8.268888,46.011944,232
"IT1895A","O3",2012,"day","P50",66.783,"IT1895A","IT","Italy","PISTICCI",16.548332,40.42028,55
"IT2042A","O3",2012,"day","P50",62.958,"IT2042A","IT","Italy","BARI",16.900555,41.114166,4
"IT1674A","O3",2012,"day","P50",89.522,"IT1674A","IT","Italy","POTENZA",15.872778,40.64389,728
"IT0858A","O3",2012,"day","P50",56.696,"IT0858A","IT","Italy","GENOVA",8.992223,44.396389,85
"IT1144A","O3",2012,"day","P50",67.458,"IT1144A","IT","Italy","QUILIANO",8.411388,44.293888,16
"IT0505A","O3",2012,"day","P50",89.042,"IT0505A","IT","Italy","RENON",11.433333,46.589165,1770
"IT0867A","O3",2012,"day","P50",50.917,"IT0867A","IT","Italy","RIETI",12.858333,42.404167,397
"IT0753A","O3",2012,"day","P50",40.417,"IT0753A","IT","Italy","RIVA DEL GARDA",10.839444,45.893333,73
"IT1214A","O3",2012,"day","P50",55.565,"IT1214A","IT","Italy","ROVIGO",11.791112,45.039722,3
"IT0591A","O3",2012,"day","P50",45,"IT0591A","IT","Italy","ROVERETO",11.036389,45.893059,200
"IT2071A","O3",2012,"day","P50",49.478,"IT2071A","IT","Italy","SANTA GIUSTINA IN COLLE",11.902222,45.600278,25
"IT0940A","O3",2012,"day","P50",47.667,"IT0940A","IT","Italy","REGGIO NELL'EMILIA",10.664721,44.690834,50
"IT1168A","O3",2012,"day","P50",64.043,"IT1168A","IT","Italy","SAN GIOVANNI AL NATISONE",13.393333,45.973335,62
"IT1170A","O3",2012,"day","P50",61.182,"IT1170A","IT","Italy","UDINE",13.225278,46.035,100
"IT1504A","O3",2012,"day","P50",49.409,"IT1504A","IT","Italy","SALERNO",14.769722,40.683889,35
"IT1041A","O3",2012,"day","P50",39.417,"IT1041A","IT","Italy","SALERNO",14.785,40.702222,41
"IT1340A","O3",2012,"day","P50",45.042,"IT1340A","IT","Italy","SAN BONIFACIO",11.286111,45.4,30
"IT1915A","O3",2012,"day","P50",76.208,"IT1915A","IT","Italy","SAN CLEMENTE",12.627501,43.932777,165
"IT0612A","O3",2012,"day","P50",58.87,"IT0612A","IT","Italy","AUGUSTA",15.152778,37.213612,30
"IT1222A","O3",2012,"day","P50",47.565,"IT1222A","IT","Italy","SAN DONA' DI PIAVE",12.591666,45.630276,3
"IT1451A","O3",2012,"day","P50",53.87,"IT1451A","IT","Italy","MOLINELLA",11.639444,44.662224,11
"IT1914A","O3",2012,"day","P50",44.042,"IT1914A","IT","Italy","GUASTALLA",10.663889,44.873055,22
"IT1910A","O3",2012,"day","P50",45.13,"IT1910A","IT","Italy","COLORNO",10.370833,44.926113,30
"IT0740A","O3",2012,"day","P50",41.708,"IT0740A","IT","Italy","SAREZZO",10.200833,45.655003,274
"IT1650A","O3",2012,"day","P50",41.417,"IT1650A","IT","Italy","SARONNO",9.024166,45.626942,212
"IT1908A","O3",2012,"day","P50",45.522,"IT1908A","IT","Italy","SAVIGNANO SUL RUBICONE",12.402499,44.095833,32
"IT2027A","O3",2012,"day","P50",79.565,"IT2027A","IT","Italy","SOGLIANO AL RUBICONE",12.224722,43.927502,615
"IT0620A","O3",2012,"day","P50",47.348,"IT0620A","IT","Italy","SIRACUSA",15.268611,37.103054,60
"IT0663A","O3",2012,"day","P50",59.565,"IT0663A","IT","Italy","SCHIO",11.368611,45.714447,190
"IT1865A","O3",2012,"day","P50",53.292,"IT1865A","IT","Italy","SCHIVENOGLIA",11.070833,44.996944,16
"IT1967A","O3",2012,"day","P50",33.958,"IT1967A","IT","Italy","SONDRIO",9.880278,46.168613,290
"IT1608A","O3",2012,"day","P50",90.875,"IT1608A","IT","Italy","TARANTO",17.203335,40.5625,10
"IT1519A","O3",2012,"day","P50",59.25,"IT1519A","IT","Italy","SALICETO",8.1675,44.413612,390
"IT1740A","O3",2012,"day","P50",75.864,"IT1740A","IT","Italy","MELFI",15.722777,41.066387,185
"IT1682A","O3",2012,"day","P50",59.542,"IT1682A","IT","Italy","SAN BENEDETTO DEL TRONTO",13.879444,42.944447,10
"IT1745A","O3",2012,"day","P50",47.696,"IT1745A","IT","Italy","SPOLETO",12.713333,42.744724,282
"IT1727A","O3",2012,"day","P50",83.292,"IT1727A","IT","Italy","SARACENA",16.203611,39.742222,200
"IT2063A","O3",2012,"day","P50",42.583,"IT2063A","IT","Italy","",9.940278,45.148333,2
"IT1614A","O3",2012,"day","P50",76.478,"IT1614A","IT","Italy","TARANTO",17.283888,40.411945,10
"IT1857A","O3",2012,"day","P50",60.583,"IT1857A","IT","Italy","TERAMO",13.709444,42.657223,251
"IT0957A","O3",2012,"day","P50",42.542,"IT0957A","IT","Italy","ROMA",12.659166,41.931389,48
"IT1889A","O3",2012,"day","P50",70.217,"IT1889A","IT","Italy","TERMINI IMERESE",13.683333,37.983334,0
"IT1801A","O3",2012,"day","P50",65.75,"IT1801A","IT","Italy","TERMOLI",14.993334,41.998055,31
"IT1166A","O3",2012,"day","P50",47.174,"IT1166A","IT","Italy","TOLMEZZO",13.011111,46.401944,316
"IT1658A","O3",2012,"day","P50",67.304,"IT1658A","IT","Italy","TORCHIAROLO",18.05361,40.488056,10
"IT0822A","O3",2012,"day","P50",65.087,"IT0822A","IT","Italy","TORVISCOSA",13.275,45.819443,3
"IT1898A","O3",2012,"day","P50",85.435,"IT1898A","IT","Italy","TRAPANI",12.916389,38.023056,40
"IT1037A","O3",2012,"day","P50",38.125,"IT1037A","IT","Italy","TRENTO",11.126667,46.064445,203
"IT1636A","O3",2012,"day","P50",56,"IT1636A","IT","Italy","CAGLIARI",9.103333,39.230556,90
"IT1590A","O3",2012,"day","P50",46.227,"IT1590A","IT","Italy","TREVISO",12.238611,45.672501,15
"IT1997A","O3",2012,"day","P50",66.522,"IT1997A","IT","Italy","MILAZZO",15.249166,38.190556,28
"IT0554A","O3",2012,"day","P50",42.083,"IT0554A","IT","Italy","TORINO",7.648889,45.024723,220
"IT2061A","O3",2012,"day","P50",83.208,"IT2061A","IT","Italy","URBINO",12.636389,43.730556,380
"IT1734A","O3",2012,"day","P50",50.667,"IT1734A","IT","Italy","VALMADRERA",9.348888,45.840832,237
"IT1952A","O3",2012,"day","P50",70.458,"IT1952A","IT","Italy","SAN PIETRO VERNOTICO",18,40.48,50
"IT1883A","O3",2012,"day","P50",72.875,"IT1883A","IT","Italy","SAVONA",8.485556,44.315277,55
"IT0732A","O3",2012,"day","P50",58.625,"IT0732A","IT","Italy","VARESE",8.804167,45.836109,382
"IT1863A","O3",2012,"day","P50",80.333,"IT1863A","IT","Italy","VASTOGIRARDI",14.208889,41.759445,954
"IT0963A","O3",2012,"day","P50",51.957,"IT0963A","IT","Italy","VENEZIA",12.262222,45.499168,1
"IT0448A","O3",2012,"day","P50",51.435,"IT0448A","IT","Italy","VENEZIA",12.312933,45.428424,1
"IT1962A","O3",2012,"day","P50",57.5,"IT1962A","IT","Italy","VENAFRO",14.033334,41.478889,170
"IT1916A","O3",2012,"day","P50",54.458,"IT1916A","IT","Italy","VERUCCHIO",12.42,44.013054,78
"IT1905A","O3",2012,"day","P50",38.87,"IT1905A","IT","Italy","VICENZA",11.521944,45.531944,33
"IT1177A","O3",2012,"day","P50",40,"IT1177A","IT","Italy","VICENZA",11.539722,45.560555,36
"IT2075A","O3",2012,"day","P50",37.348,"IT2075A","IT","Italy","BOLOGNA",11.286111,44.5,56
"IT1578A","O3",2012,"day","P50",47.875,"IT1578A","IT","Italy","PESARO",12.918889,43.893333,20
"IT1364A","O3",2012,"day","P50",59.957,"IT1364A","IT","Italy","TERNI",12.639722,42.561111,121
"IT0953A","O3",2012,"day","P50",46.292,"IT0953A","IT","Italy","ROMA",12.506945,41.932777,50
"IT1918A","O3",2012,"day","P50",53,"IT1918A","IT","Italy","FERRARA",11.649722,44.825001,9
"IT0863A","O3",2012,"day","P50",60.667,"IT0863A","IT","Italy","VITERBO",12.109167,42.421947,338
"IT1735A","O3",2012,"day","P50",47.25,"IT1735A","IT","Italy","VOGHERA",9.009444,45.000278,90
"IT1343A","O3",2012,"day","P50",44,"IT1343A","IT","Italy","VERONA",10.912222,45.4625,91
"IT1345A","O3",2012,"day","P50",30.909,"IT1345A","IT","Italy","VERONA",10.97,45.416111,65
"IT1510A","O3",2012,"day","P50",48.542,"IT1510A","IT","Italy","VERBANIA",8.565556,45.930279,197
"IT1878A","O3",2012,"day","P50",55.826,"IT1878A","IT","Italy","VERCELLI",8.402499,45.31889,131
"IT1673A","O3",2012,"day","P50",32.375,"IT1673A","IT","Italy","CAGLIARI",9.131111,39.248333,20
"IT1742A","O3",2012,"day","P50",76.609,"IT1742A","IT","Italy","VIGGIANO",15.904722,40.313889,605
"IT2036A","O3",2012,"day","P50",62.609,"IT2036A","IT","Italy","RAGUSA",14.714444,36.926392,598
"IT1948A","O3",2012,"day","P50",80.125,"IT1948A","IT","Italy","VINCHIO",8.310278,44.808056,250
"IT1125A","O3",2012,"day","P50",48.583,"IT1125A","IT","Italy","VINOVO",7.636111,44.961113,232
"IT1635A","O3",2012,"day","P50",47,"IT1635A","IT","Italy","CAGLIARI",9.098055,39.234444,10
"IT2003A","O3",2012,"day","P50",58.708,"IT2003A","IT","Italy","BARLETTA",16.286111,41.316667,15
"IT1891A","O3",2012,"day","P50",34.625,"IT1891A","IT","Italy","ASCOLI PICENO",13.584444,42.866386,300
"IT1955A","O3",2012,"day","P50",76.875,"IT1955A","IT","Italy","LECCE",18.172778,40.358056,49
"IT1637A","O3",2012,"day","P50",47.042,"IT1637A","IT","Italy","CAGLIARI",9.121667,39.232777,10
"IT1638A","O3",2012,"day","P50",44.875,"IT1638A","IT","Italy","CAGLIARI",9.139167,39.205555,10
"IT1675A","O3",2012,"day","P50",32.958,"IT1675A","IT","Italy","CAGLIARI",9.105834,39.215557,3
"LT00051","O3",2012,"day","P50",55.2,"LT00051","LT","Lithuania","RUGSTELISKES",26.004169,55.463333,180
"LT00052","O3",2012,"day","P50",47.967,"LT00052","LT","Lithuania","",24.289728,54.092499,130
"LT00042","O3",2012,"day","P50",45.165,"LT00042","LT","Lithuania","JONAVA",24.283894,55.072222,40
"LT00044","O3",2012,"day","P50",42.492,"LT00044","LT","Lithuania","KAUNAS",23.835835,54.883614,73
"LT00041","O3",2012,"day","P50",45.513,"LT00041","LT","Lithuania","KAUNAS",23.986222,54.895128,31
"LT00043","O3",2012,"day","P50",44.667,"LT00043","LT","Lithuania","KEDAINIAI",23.95778,55.28,44
"LT00033","O3",2012,"day","P50",43.517,"LT00033","LT","Lithuania","KLAIPEDA",21.17946,55.69,12
"LT00023","O3",2012,"day","P50",59.3,"LT00023","LT","Lithuania","MAZEIKIAI",22.33139,56.309723,67
"LT00012","O3",2012,"day","P50",41.592,"LT00012","LT","Lithuania","PANEVEZYS",24.36557,55.725,52
"LT00054","O3",2012,"day","P50",67.727,"LT00054","LT","Lithuania","PREILA",21.030848,55.376389,5
"LT00022","O3",2012,"day","P50",40.592,"LT00022","LT","Lithuania","SIAULIAI",23.308027,55.937836,122
"LT00002","O3",2012,"day","P50",44.825,"LT00002","LT","Lithuania","VILNIUS",25.210835,54.686111,170
"LT00003","O3",2012,"day","P50",37.392,"LT00003","LT","Lithuania","VILNIUS",25.289444,54.715279,119
"LT00053","O3",2012,"day","P50",48.183,"LT00053","LT","Lithuania","PLOKSTINES",21.886948,56.008335,155
"LU0104A","O3",2012,"day","P50",45.739,"LU0104A","LU","Luxembourg","BEKERICH",5.846956,49.731945,295
